u,v,length
42436624,42450055,81.306
42436624,42436627,215.651
42436627,42434912,80.416
42436627,42436630,228.761
42436630,42456101,78.425
42436637,42445840,78.876
42436637,42436640,154.13
42436640,596776349,142.745
42436640,42446147,80.11
42436641,42436644,142.815
42436641,42459180,79.396
42436644,42436647,155.119
42436644,42445823,79.993
42436647,42450061,79.365
42436651,42436653,228.653
42436651,42443068,162.547
42436653,42456107,84.241
42436700,42430367,310.778
42436700,42446353,77.438
42436701,42436700,155.265
42436701,42445936,81.078
42436703,596775900,16.542
42436703,42456611,79.833
42436705,42446994,78.883
42436705,42436703,148.541
42436707,42436705,153.557
42436707,42449963,80.354
42436710,42436707,215.201
42436710,42442955,78.466
42436714,42436710,230.31
42436714,42455963,79.695
42436716,42436714,179.86
42436724,42434117,79.189
42436724,42436726,303.742
42436726,3099327975,14.631
42436726,42453251,79.191
42436728,42435810,266.004
42436728,42439864,79.838
42436734,42448605,89.319
42436734,42440146,79.974
42436734,42436739,197.57
42436739,42442586,77.308
42436746,42427786,154.2
42436746,42445404,78.527
42436748,4597668043,11.057
42436748,42445409,78.671
42436751,42436748,150.167
42436751,42446270,78.802
42436753,42436751,153.754
42436753,42445413,78.717
42436754,42436753,215.874
42436754,42442898,78.98
42436756,6572026580,15.585
42436756,42445417,79.631
42436756,42436754,229.187
42436763,42430136,125.876
42436763,42452026,68.548
42436770,42430143,82.906
42436770,42436763,94.673
42436779,42432135,158.354
42436784,42436779,162.64
42436784,42439530,76.104
42436788,1919595918,15.078
42436788,42439533,77.522
42436793,1692433932,166.607
42436793,42439537,76.438
42436796,42436793,80.657
42436796,42452396,71.145
42436806,42442728,80.358
42436806,42423101,84.377
42436807,42436806,140.791
42436807,42455252,78.909
42436807,42446331,85.735
42436812,42433058,118.783
42436812,42449631,79.477
42436812,42446337,85.873
42436832,42430023,130.843
42436832,42429479,163.815
42436848,42430205,67.002
42436856,42433282,89.719
42436856,42433261,71.653
42436894,42436899,108.667
42436894,42436129,94.684
42436894,42452006,90.37
42436899,42444267,81.764
42436899,42436903,31.524
42436899,42436894,108.667
42436903,42436899,31.524
42436903,42453457,81.045
42436911,42436913,152.61
42436911,42446455,79.341
42436913,596776078,147.144
42436913,42446021,87.704
42436914,42436917,147.687
42436914,42459137,87.54
42436917,42436919,153.97
42436917,42446466,79.353
42436919,42436921,214.663
42436919,42450015,87.505
42436921,42436922,230.851
42436921,42443024,79.256
42436922,42428016,215.384
42436922,42456060,87.607
42436929,42436930,105.917
42436929,42454538,82.408
42436930,42429707,85.307
42436930,42434372,121.997
42436935,42429373,179.519
42436939,42440721,101.701
42436939,42428491,106.398
42436941,42436939,208.825
42436941,42440729,87.773
42436941,42446533,81.338
42436942,42436941,216.03
42436942,42442870,81.141
42436943,42436942,229.526
42436943,42440743,89.158
42436944,42436943,212.655
42436944,42446552,81.222
42436944,42439006,87.592
42436947,42436949,113.782
42436947,42436944,223.906
42436947,42439001,89.089
42436947,42446562,81.116
42436949,42436947,113.782
42436957,3624790934,229.503
42436957,42440754,88.753
42436957,42446571,81.692
42436968,42448563,26.007
42436971,42436974,59.224
42436971,42438531,76.807
42436974,42432002,25.08
42436985,42443366,80.457
42436985,42435323,274.508
42436990,42436985,272.212
42436990,42442528,78.976
42437005,42431094,199.55
42437005,2029349871,79.287
42437018,42434354,151.483
42437018,42437021,72.962
42437021,4597668036,10.193
42437021,42437280,75.759
42437043,42761217,246.89
42437050,42431447,275.306
42437050,42421996,79.275
42437052,42437050,270.478
42437052,42442492,81.173
42437058,42431057,163.363
42437058,42422018,90.475
42437058,42441535,79.177
42437067,42437071,75.458
42437067,42429806,137.066
42437071,42437074,76.811
42437074,42437078,76.097
42437074,42432075,138.188
42437078,486868138,145.085
42437078,42437082,76.211
42437082,42432071,138.115
42437082,42437084,71.766
42437084,42432068,138.073
42437084,42429773,143.81
42437084,42437096,74.051
42437096,42429769,143.792
42437096,42437106,68.258
42437106,42432063,138.013
42437106,42437108,45.486
42437108,42437109,21.514
42437108,42432060,137.927
42437109,42429646,71.005
42437109,486868873,143.954
42437111,42432054,137.32
42437113,1773076778,110.947
42437113,486869282,143.186
42437113,42432083,137.906
42437114,42437605,77.633
42437118,42449874,277.646
42437118,42429812,131.691
42437118,5174867983,58.549
42437124,42437755,219.906
42437124,42431992,71.248
42437124,42433302,79.01
42437135,588455857,25.719
42437135,1538237325,137.169
42437142,1506445821,163.651
42437142,42442577,164.695
42437142,42442575,86.214
42437174,42437177,304.121
42437174,42435387,88.721
42437174,42446161,156.362
42437177,3099327952,14.221
42437177,42437174,304.121
42437177,42453220,84.169
42437188,42435763,140.341
42437188,42447323,86.319
42437188,42437196,131.825
42437188,42446778,85.127
42437196,42440112,85.936
42437196,42437188,131.825
42437196,7732243546,101.875
42437201,42446721,82.072
42437201,42446155,155.52
42437204,42437201,304.168
42437204,42431200,79.056
42437211,2141026525,15.984
42437211,42446728,78.55
42437218,42446733,78.939
42437218,42435746,140.19
42437218,42431210,79.835
42437222,6166969757,80.319
42437222,42442571,79.839
42437223,42428799,145.688
42437223,42431193,83.754
42437280,42434357,149.484
42437280,42456543,74.004
42437283,42437287,216.015
42437283,42449893,74.228
42437283,42446875,74.629
42437287,42442877,74.056
42437287,42437289,230.747
42437289,42455887,75.709
42437289,42439323,380.756
42437300,42437305,271.852
42437300,42433565,79.912
42437305,1061531550,148.663
42437305,42421806,80.112
42437312,42433569,88.271
42437312,42421820,89.457
42437316,42437319,159.622
42437316,42439730,77.514
42437316,42439728,85.214
42437319,42437316,159.622
42437319,42437326,146.509
42437319,42442697,83.722
42437319,42442702,76.678
42437324,595352889,29.561
42437324,595352897,372.522
42437324,60927817,58.126
42437326,2499803009,14.119
42437326,42455234,76.351
42437333,42442843,82.836
42437333,1773084405,179.362
42437339,42437333,228.086
42437339,42455867,78.544
42437343,42455051,78.645
42437343,42453604,81.274
42437343,42437339,214.14
42437346,42437343,223.459
42437346,42455083,77.01
42437346,42453607,83.02
42437349,42437346,227.201
42437349,42453610,83.118
42437349,42455175,77.066
42437354,42437349,229.315
42437354,42455396,76.744
42437354,42453613,86.931
42437358,42445916,153.301
42437358,42430333,312.018
42437358,42432436,85.105
42437363,42439972,84.834
42437363,42428287,50.291
42437363,42435663,273.954
42437368,42434439,124.495
42437368,42445001,75.075
42437368,42435663,274.928
42437371,9019680388,267.741
42437371,42434439,148.102
42437371,42454433,87.137
42437379,62915549,24.693
42437379,247085867,100.149
42437384,1996323622,257.353
42437384,42443332,78.83
42437396,246858431,26.044
42437396,3772840882,79.941
42437396,6417761624,76.793
42437401,42437410,104.285
42437401,246858431,116.506
42437401,42422026,174.009
42437401,42440639,87.485
42437410,42437410,46.292
42437410,42437401,104.285
42437423,42447228,79.402
42437425,42431674,79.288
42437425,42437423,154.707
42437428,596775973,17.107
42437428,42431677,79.155
42437433,42437428,147.931
42437433,42447069,79.618
42437436,42431680,80.058
42437436,42437433,154.81
42437445,42442983,78.871
42437445,42437436,215.826
42437451,42437445,230.019
42437451,42431684,79.104
42437481,6330018917,172.962
42437481,4207806923,19.555
42437503,4487582555,245.95
42437503,42437770,154.146
42437505,11038072104,8.112
42437505,42437773,158.277
42437529,42437530,73.552
42437529,42439170,84.644
42437530,42438174,68.935
42437536,42429504,81.289
42437536,42432679,71.397
42437559,1773066054,11.985
42437559,42433537,61.618
42437564,541467364,61.497
42437580,42445606,83.577
42437580,5161246301,78.198
42437580,42437589,141.447
42437589,42437580,141.447
42437589,42452067,88.602
42437589,42432184,116.157
42437605,1773076509,11.053
42437605,42429752,73.725
42437608,42437114,84.241
42437608,42458313,80.568
42437612,1918039864,16.386
42437612,42457325,71.169
42437613,42437612,76.718
42437618,1773084407,12.612
42437618,1692433907,47.29
42437644,42446701,83.982
42437644,42445365,153.477
42437644,42430304,308.074
42437654,4461990857,84.732
42437654,42435644,273.788
42437654,42430304,276.798
42437663,42444954,85.069
42437663,42435644,275.922
42437663,42434427,124.292
42437670,3270031002,132.222
42437670,42455735,84.729
42437670,42434427,148.059
42437678,10858288590,22.249
42437678,7073877295,174.832
42437678,42430633,272.217
42437686,42445404,153.899
42437686,42427786,78.908
42437688,9143542440,80.769
42437688,4443775464,276.74
42437693,1701844618,14.41
42437693,10792226610,91.572
42437699,42430607,271.162
42437699,42437678,319.005
42437749,3884569931,213.325
42437749,42439813,107.657
42437749,42437753,87.346
42437753,42431992,77.069
42437753,42437749,87.346
42437755,42435916,78.599
42437755,496707003,51.104
42437755,42437124,219.906
42437763,6330018917,191.99
42437763,42435923,81.326
42437763,4487582556,12.746
42437768,42437770,129.391
42437768,4487582556,116.441
42437770,42435928,81.11
42437770,42437768,129.391
42437770,42437773,162.009
42437773,588455701,29.284
42437773,42432000,99.583
42437773,42437770,162.009
42437773,11038072104,154.495
42437786,42423295,176.224
42437786,42427744,121.459
42437786,42452117,38.881
42437801,42435990,85.934
42437801,42453258,140.828
42437801,7541804761,161.732
42437819,42433718,32.653
42437830,5145330172,122.617
42437830,370896902,95.72
42437830,42431482,80.213
42437830,4161568888,380.124
42437834,42437835,193.402
42437834,42427936,99.025
42437835,42443990,37.416
42437841,42438825,80.298
42437845,42437841,79.617
42437845,42438301,82.669
42437845,595245836,80.824
42437881,42428201,43.857
42437881,42434268,84.538
42437881,42430271,309.193
42437890,42434270,85.741
42437890,42435624,273.432
42437890,42430271,273.814
42437909,6279091713,269.885
42437909,42434279,85.599
42437909,42437914,270.584
42437914,42430589,273.079
42437914,42427483,83.026
42437914,42437909,270.584
42437916,42437917,135.013
42437916,42421731,86.149
42437916,42447285,81.294
42437917,42437918,271.735
42437917,42443406,82.254
42437918,1061531575,161.706
42437918,42421741,85.957
42437920,42421751,86.111
42437921,42437923,176.692
42437921,42432795,210.181
42437921,42429217,119.22
42437921,42427863,119.605
42437923,42431242,176.417
42437923,42437921,176.692
42437923,42427867,119.138
42437923,42429220,117.545
42437925,42437926,75.613
42437925,42427873,118.762
42437925,42429226,104.245
42437925,42431242,130.736
42437926,5071822871,119.366
42437926,42437925,75.613
42437929,7541804762,9.429
42437929,7541804760,10.673
42437942,1762221470,133.689
42437942,42427768,79.331
42437942,42455337,82.989
42437944,42427773,83.968
42437944,42449656,82.795
42437949,42433354,49.694
42437949,42456303,151.308
42437951,42437949,157.158
42437951,42433281,96.852
42437962,42452076,42.635
42437962,42432105,109.069
42437962,42437996,25.419
42437965,42445620,43.541
42437965,42437962,140.68
42437967,42440792,44.241
42437967,42437990,23.511
42437967,42437965,134.731
42437988,42433543,58.652
42437988,42429636,75.796
42437990,42437967,23.511
42437990,7480410410,69.311
42437990,7480346927,50.716
42437996,3212472963,140.913
42437996,42429643,69.475
42437996,42437962,25.419
42438018,589927879,220.869
42438018,42440075,82.113
42438024,42432983,171.408
42438024,42442651,85.811
42438024,42442645,78.539
42438034,42440804,147.114
42438034,1773063789,79.184
42438043,7106818627,273.729
42438043,42434158,79.64
42438045,42438043,271.955
42438045,42422000,79.534
42438052,42431044,240.051
42438052,42434161,79.92
42438052,42422018,90.335
42438060,42436069,67.862
42438060,42436021,72.985
42438084,42438153,53.055
42438084,42438090,81.012
42438090,42438153,50.777
42438090,42443826,592.004
42438153,9490559521,35.272
42438155,42453934,80.32
42438160,60929261,15.582
42438160,60929278,78.484
42438173,42438849,74.291
42438173,42453310,79.768
42438174,42438173,70.673
42438186,42438189,140.889
42438186,42442741,78.477
42438186,42442745,74.328
42438189,42433069,133.717
42438189,42438186,140.889
42438189,42455259,74.679
42438189,42454368,77.666
42438199,42429035,94.724
42438199,42433069,118.762
42438199,42449641,75.344
42438199,42449639,76.927
42438218,9563769790,94.928
42438218,42427196,82.602
42438228,42428873,267.409
42438228,7732571917,81.883
42438228,42429541,77.406
42438235,42438236,302.673
42438235,42448141,78.667
42438236,3099327944,15.758
42438236,42429532,80.813
42438240,42435825,265.903
42438240,42439878,78.815
42438246,42438247,115.969
42438246,42434097,162.636
42438246,42448611,88.038
42438247,42434098,156.69
42438247,42442596,79.324
42438255,42432994,116.053
42438255,42439718,84.014
42438255,42439711,80.108
42438257,42442659,79.696
42438257,561035374,270.06
42438257,42442664,78.438
42438271,42424235,142.703
42438271,42447346,221.1
42438271,3099326122,157.149
42438275,3099326122,13.912
42438275,42440381,77.621
42438281,2141026536,16.073
42438281,42439899,79.514
42438288,42440052,80.68
42438288,42435861,123.663
42438291,42443658,80.158
42438291,42447399,79.388
42438292,42442618,79.205
42438292,42442613,80.513
42438292,42438291,131.031
42438295,42447404,87.06
42438295,42438292,67.087
42438300,595245859,83.176
42438300,42438301,76.443
42438300,42438819,73.603
42438301,42458943,32.27
42438301,42438300,76.443
42438301,42437845,82.669
42438306,595245836,78.085
42438306,61272284,84.475
42438306,42438832,85.521
42438362,685164636,13.095
42438362,5286408252,225.571
42438362,42439191,87.428
42438471,42438476,59.166
42438471,42433237,99.105
42438476,42433243,91.314
42438476,278609760,72.311
42438485,42438487,153.639
42438485,42440397,86.703
42438487,596776083,145.682
42438487,42446026,80.598
42438490,42438498,147.888
42438490,42452954,81.151
42438498,42438503,154.647
42438498,42447105,86.217
42438503,42438506,214.955
42438503,42450025,79.435
42438506,42438509,229.556
42438506,42443027,85.227
42438509,42428022,216.608
42438509,42452956,80.212
42438513,42451744,83.253
42438513,371206271,23.949
42438513,42451754,81.936
42438529,11038072103,8.642
42438529,42438531,63.632
42438531,588455698,27.053
42438531,11038072103,59.21
42438531,588455697,47.654
42438544,42445888,154.371
42438544,42434800,77.582
42438547,42434807,78.548
42438547,42430282,274.151
42438672,9469550700,107.076
42438672,42435633,294.959
42438674,42438672,270.687
42438674,42427821,78.994
42438684,42430603,247.073
42438684,42427828,79.334
42438702,42438704,155.022
42438702,42442128,152.408
42438704,42444453,86.259
42438704,596776656,141.983
42438707,42438772,141.78
42438707,42444456,85.858
42438772,42438774,154.993
42438772,42447207,80.037
42438774,3786728678,215.241
42438774,42444458,85.764
42438779,42438781,75.353
42438779,42430131,50.723
42438781,4143859865,33.169
42438784,42436935,90.051
42438784,42428493,95.342
42438784,42440710,183.935
42438788,42436475,86.863
42438791,42438788,154.088
42438791,42439556,80.957
42438795,596776063,17.078
42438795,42439557,80.126
42438798,42438795,147.819
42438798,42436484,87.341
42438800,42438798,154.88
42438800,42439561,79.953
42438802,42438800,215.907
42438802,42436489,87.361
42438805,42438802,228.065
42438805,42439567,80.642
42438809,42427036,47.591
42438809,42450634,388.837
42438819,42437841,157.823
42438819,42430989,111.263
42438819,42438300,73.603
42438825,42438832,78.625
42438825,595245836,85.507
42438832,42431000,160.714
42438832,42438306,85.521
42438836,42438839,128.41
42438836,561035349,264.788
