u,v,key,osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,ref,tunnel,width,access,junction
42446942,42446945,0,1049879866,Lexington Avenue,secondary,,True,False,78.978,"LINESTRING (-73.9778802 40.7489216, -73.9779221 40.7488636, -73.9782896 40.748354, -73.9783302 40.7482985)",3,,,,,,
42446942,42449685,0,46469720,East 37th Street,secondary,25 mph,True,False,152.84300000000002,"LINESTRING (-73.9767423 40.7476335, -73.9768719 40.7476878, -73.9772451 40.7478441, -73.9782408 40.748261, -73.9783302 40.7482985)",2,,,,,,
42446945,42449938,0,"[858965316, 1049879869]",East 38th Street,residential,,True,False,153.148,"LINESTRING (-73.9778802 40.7489216, -73.9777819 40.7488798, -73.976802 40.7484634, -73.9765567 40.7483591, -73.97643 40.7483053, -73.9762946 40.7482478)","['1', '2']",,,,,,
42446945,42453986,0,1049879867,East 38th Street,residential,,True,False,147.23700000000002,"LINESTRING (-73.9794069 40.7495663, -73.9793191 40.7495293, -73.9779921 40.7489689, -73.9778802 40.7489216)",2,,,,,,
42446949,11337295601,0,226041005,East 40th Street,residential,25 mph,True,False,153.031,"LINESTRING (-73.9769755 40.7501605, -73.9768844 40.7501221, -73.975917 40.7497147, -73.9755199 40.7495475, -73.9753877 40.7494918)",1,,,,,,
42446949,42453005,0,"[1046745000, 771759764]",East 40th Street,residential,,True,False,146.23000000000002,"LINESTRING (-73.9784911 40.7508017, -73.9784067 40.7507662, -73.9775063 40.7503831, -73.9774295 40.7503509, -73.9770872 40.7502074, -73.9769755 40.7501605)","['1', '2']",,,,,,
42446971,11337295604,0,496990647,Lexington Avenue,secondary,,True,False,85.467,"LINESTRING (-73.9755534 40.7521215, -73.9755992 40.7520589, -73.9759596 40.7515698, -73.975983 40.7515381, -73.9760478 40.7514503)",3,,,,,,
42446971,42449947,0,619454130,East 43rd Street,living_street,,True,False,153.669,"LINESTRING (-73.9739553 40.751455, -73.9740857 40.7515094, -73.9749121 40.7518541, -73.9754496 40.752078, -73.9755534 40.7521215)",1,,,,,,
42447246,42447249,0,22898269,Church Street,residential,25 mph,True,False,72.711,"LINESTRING (-74.0043702 40.7194841, -74.0043431 40.7195172, -74.0039507 40.7199954, -74.0039146 40.7200394)",3,,,,,,
42447249,42453777,0,22898269,Church Street,residential,25 mph,True,False,79.765,"LINESTRING (-74.0048352 40.7188593, -74.0048023 40.7189036, -74.0044145 40.7194245, -74.0043702 40.7194841)",3,,,,,,
42447255,7132405547,0,5672409,Baxter Street,residential,25 mph,True,False,138.417,"LINESTRING (-73.9994477 40.7173295, -73.9994795 40.7172784, -73.9996006 40.717084, -73.999932 40.716544, -74.000138 40.7162)",,,,,,,
42447255,6123654602,0,591772211,Walker Street,tertiary,25 mph,True,False,50.951,"LINESTRING (-73.9994477 40.7173295, -73.999383 40.7173096, -73.9991545 40.7172392, -73.9990776 40.7172155, -73.9990463 40.7172198, -73.9988759 40.7172435)",2,,,,,,
42447428,5804835269,0,1188730092,Grand Street,primary,25 mph,False,True,4.437,"LINESTRING (-73.9875301 40.7162003, -73.9874808 40.7161863)",2,,,,,,
42447428,42451593,0,46201679,Grand Street,primary,25 mph,False,False,76.795,"LINESTRING (-73.9883771 40.7164549, -73.9883072 40.7164338, -73.9875919 40.7162181, -73.9875301 40.7162003)",3,,,,,,
42447435,1919595910,0,1081177739,Suffolk Street,residential,25 mph,True,False,13.668,"LINESTRING (-73.9846444 40.7217853, -73.9847057 40.7216715)",1,,,,,,
42447435,42451604,0,"[420351721, 993797878]",East Houston Street,primary,25 mph,True,False,76.048,"LINESTRING (-73.9846444 40.7217853, -73.9847289 40.7218113, -73.9851667 40.7219426, -73.9853057 40.7219843, -73.9854071 40.7220129, -73.9854838 40.7220363)",2,,,,,,
42448162,42452816,0,46171883,West Broadway,secondary,25 mph,True,False,77.503,"LINESTRING (-74.0070866 40.718278, -74.0071172 40.7182392, -74.0074065 40.7178597, -74.0075145 40.717722, -74.0075505 40.7176762)",2,,,,,,
42448162,42448171,0,46332301,Leonard Street,residential,25 mph,True,False,127.584,"LINESTRING (-74.0057919 40.7176834, -74.0058954 40.7177315, -74.0069621 40.7182221, -74.0070866 40.718278)",1,,,,,,
42448162,42453038,0,420810621,Varick Street,secondary,25 mph,True,False,88.53999999999999,"LINESTRING (-74.0069661 40.7190677, -74.0069796 40.7190008, -74.0070862 40.7184036, -74.0070925 40.718348, -74.0070892 40.718307, -74.0070866 40.718278)",2,,,,,,
42448162,42453059,0,903589928,West Broadway,secondary,25 mph,True,False,77.854,"LINESTRING (-74.0066144 40.71887, -74.0066405 40.718835, -74.006827 40.7185739, -74.0070105 40.7183147, -74.0070296 40.7183017, -74.0070532 40.7182896, -74.0070866 40.718278)",1,,,,,,
42448171,4143851142,0,947916171,Church Street,secondary,25 mph,True,False,34.512,"LINESTRING (-74.0057919 40.7176834, -74.0057549 40.717732, -74.0055874 40.7179523)",3,,,,,,
42448171,42452817,0,524817693,Church Street,secondary,25 mph,True,False,76.96900000000001,"LINESTRING (-74.0062505 40.7170848, -74.0062127 40.7171341, -74.0058277 40.7176366, -74.0057919 40.7176834)",3,,,,,,
42448171,5706569905,0,46332301,Leonard Street,residential,25 mph,True,False,174.099,"LINESTRING (-74.004026 40.716871, -74.004134 40.7169207, -74.0056621 40.7176237, -74.0057919 40.7176834)",1,,,,,,
42448549,1919595928,0,439933948,MacDougal Street,unclassified,25 mph,True,False,14.954,"LINESTRING (-74.0021007 40.7281021, -74.0021905 40.7279861)",,,,,,,
42448549,4202908174,0,433398367,West Houston Street,primary,25 mph,True,False,26.318,"LINESTRING (-74.0021007 40.7281021, -74.0021598 40.7281312, -74.0023601 40.7282339)",4,,,,,,
42448549,1692433938,0,439933948,MacDougal Street,unclassified,25 mph,True,False,141.457,"LINESTRING (-74.001188 40.7291698, -74.0012315 40.7291184, -74.0020371 40.7281768, -74.0021007 40.7281021)",,,,,,,
42448552,1919595925,0,5671711,Mercer Street,residential,25 mph,True,False,15.344,"LINESTRING (-73.9975736 40.7258712, -73.9976695 40.7257539)",1,,,,,,
42448552,5799117244,0,420352250,West Houston Street,primary,25 mph,True,False,73.933,"LINESTRING (-73.9975736 40.7258712, -73.9976424 40.7259051, -73.9982402 40.7261997, -73.9983091 40.7262337)",2,,,,,,
42448552,1692433920,0,25199883,Mercer Street,residential,25 mph,True,False,140.691,"LINESTRING (-73.9966626 40.7269315, -73.9967076 40.7268791, -73.9975089 40.7259465, -73.9975736 40.7258712)",2,,,,,,
42448558,5799117240,0,46332295,West Broadway,residential,25 mph,False,False,15.14,"LINESTRING (-73.9998695 40.7270026, -73.9999657 40.7268876)",2,,,,,,
42448558,1692433928,0,5672138,LaGuardia Place,residential,25 mph,False,True,141.503,"LINESTRING (-73.9989542 40.7280695, -73.9990007 40.7280141, -73.9998041 40.7270788, -73.9998695 40.7270026)",2,,,,,,
42448563,42455200,0,"[46139034, 1003466060]",Varick Street,primary,25 mph,True,False,82.57600000000001,"LINESTRING (-74.0053219 40.7286189, -74.0053302 40.7285452, -74.0053381 40.7284705, -74.0054156 40.7279512, -74.0054267 40.7278806)","['4', '3']",,,,,,
42448568,42448570,0,194923796,West Houston Street,tertiary,25 mph,True,False,102.586,"LINESTRING (-74.0093502 40.7289809, -74.0094337 40.7289895, -74.0104271 40.7290915, -74.0105566 40.7291048)",3,,,,,,
42448570,9609713318,0,682850452,West Houston Street,tertiary,25 mph,False,True,18.026,"LINESTRING (-74.0105566 40.7291048, -74.0107686 40.7291265)",2,,,,,,
42448570,9607729579,0,420809420,West Street,trunk,30 mph,True,False,80.13299999999998,"LINESTRING (-74.0105566 40.7291048, -74.0105452 40.7292172, -74.0104988 40.7296967, -74.0104958 40.7297276, -74.0104866 40.7298235)",4,,NY 9A,,,,
42448693,4597668041,0,464683313,East 23rd Street,secondary,25 mph,False,True,10.315,"LINESTRING (-73.9863033 40.7401693, -73.98641 40.7402148)",4,,,,,,
42448707,42448714,0,"[68668521, 420872197, 1090755974, 420872199]",East 23rd Street,secondary,25 mph,False,True,328.53800000000007,"LINESTRING (-73.9751359 40.7354563, -73.9752446 40.7355055, -73.9755877 40.7356514, -73.9762262 40.7359196, -73.9763172 40.7359578, -73.9764135 40.7359983, -73.9764585 40.7360172, -73.9766121 40.7360817, -73.9769315 40.7362159, -73.9771747 40.736318, -73.9778669 40.7366087, -73.9780827 40.7366994, -73.9783998 40.736834, -73.9785412 40.7368956)","['4', '5']",,,,,,
42448707,387184869,0,"[194923808, 420872179]",1st Avenue,primary,25 mph,True,False,85.499,"LINESTRING (-73.9790127 40.7362172, -73.978989 40.7362873, -73.9789173 40.7363833, -73.9786118 40.7367962, -73.9785412 40.7368956)","['4', '5']",,,,,,
42448714,42451018,0,162041587,Avenue C,primary,25 mph,True,False,141.772,"LINESTRING (-73.9751359 40.7354563, -73.9751427 40.7353029, -73.9751422 40.7352502, -73.9748747 40.7342008)",2,,,,,,
42448714,5137747688,0,194923765,East 23rd Street,secondary,25 mph,False,False,30.313000000000002,"LINESTRING (-73.9748022 40.7353722, -73.974859 40.7353725, -73.9748948 40.7353742, -73.9749292 40.7353775, -73.9749572 40.7353831, -73.9749905 40.7353932, -73.9750163 40.7354032, -73.9751359 40.7354563)",4,,,,,,
42448714,589100228,0,46201650,FDR Drive,primary,25 mph,True,False,50.62,"LINESTRING (-73.975161 40.7359099, -73.9751586 40.7358761, -73.9751401 40.7357298, -73.9751249 40.735638, -73.9751288 40.7355834, -73.9751359 40.7354563)",,,,,,,
42449021,42449023,0,479642037,East 9th Street,residential,20 mph,True,False,213.76500000000001,"LINESTRING (-73.982657 40.727261, -73.982768 40.7273076, -73.9846983 40.7281196, -73.9847392 40.7281369, -73.984875 40.728194)",,,,,,,
42449021,4012724171,0,"[955261516, 1059551869]",1st Avenue,primary,25 mph,True,False,75.514,"LINESTRING (-73.985307 40.727599, -73.9852674 40.7276536, -73.9850459 40.7279586, -73.9849156 40.7281381, -73.984875 40.728194)",4,,,,,,
42449027,2324482224,0,813956617,Avenue B,tertiary,20 mph,False,False,75.734,"LINESTRING (-73.980768 40.725685, -73.9807274 40.7257401, -73.9803693 40.7262314, -73.980333 40.726281)",2,,,,,,
42449027,42449029,0,5671661,East 9th Street,residential,20 mph,True,False,227.25,"LINESTRING (-73.9779748 40.7252896, -73.9780781 40.725333, -73.9783959 40.7254666, -73.978492 40.725507, -73.98025 40.726246, -73.980333 40.726281)",,,,,,,
42449029,42455181,0,5672646,Avenue C,secondary,20 mph,False,False,75.665,"LINESTRING (-73.9784069 40.7246931, -73.9783692 40.7247451, -73.9780127 40.7252373, -73.9779748 40.7252896)",2,,,,,,
42449029,42449038,0,5671661,East 9th Street,residential,20 mph,True,False,229.44400000000002,"LINESTRING (-73.975598 40.724283, -73.9756975 40.7243251, -73.9778936 40.7252552, -73.9779748 40.7252896)",,,,,,,
42449038,42455412,0,25167210,Avenue D,tertiary,20 mph,False,False,75.418,"LINESTRING (-73.97603 40.723689, -73.9759965 40.723735, -73.9756438 40.72422, -73.975598 40.724283)",2,,,,,,
42449045,42456303,0,5672896,University Place,residential,25 mph,True,False,75.136,"LINESTRING (-73.9947861 40.7316, -73.9947434 40.7316493, -73.9943423 40.7321126, -73.994297 40.732165)",,,,,,,
42449067,42455026,0,5672607,East 11th Street,residential,25 mph,True,False,168.327,"LINESTRING (-73.993322 40.733304, -73.9934181 40.7333446, -73.9944891 40.7337971, -73.9949513 40.7339979, -73.9949854 40.7340127, -73.9950635 40.7340457)",,,,,,,
42449076,42457421,0,46608946,West 4th Street,residential,20 mph,True,False,76.40100000000001,"LINESTRING (-74.0033399 40.7355308, -74.0035173 40.7361468, -74.0035332 40.7362021)",1,,,,,,
42449089,42457426,0,226193933,Washington Street,residential,25 mph,True,False,82.944,"LINESTRING (-74.0083743 40.7355248, -74.0083801 40.735451, -74.0084277 40.7348501, -74.0084332 40.7347802)",,,,,,,
42449089,42449098,0,480112478,West 11th Street,residential,25 mph,True,False,137.002,"LINESTRING (-74.0083743 40.7355248, -74.0084551 40.7355142, -74.0098402 40.7353148, -74.0099722 40.7352967)",,,,,,,
42449098,42453468,0,195743557,West Street,trunk,30 mph,True,False,83.98599999999999,"LINESTRING (-74.0100371 40.734543, -74.0099784 40.7352298, -74.0099722 40.7352967)",4,,NY 9A,,,,
42449308,3786901738,0,1037772009,Park Avenue,primary,25 mph,True,False,78.82,"LINESTRING (-73.9822189 40.7457757, -73.9821719 40.7458284, -73.9818282 40.746305, -73.9817977 40.7463331, -73.9817513 40.7463887)",3,,,,,,
42449308,42456568,0,447001270,Park Avenue South,primary,25 mph,True,False,78.66,"LINESTRING (-73.9826672 40.7451552, -73.9826254 40.7452129, -73.9822641 40.7457168, -73.9822189 40.7457757)",3,,,,,,
42449308,4597668020,0,464683324,East 32nd Street,residential,25 mph,True,False,10.323,"LINESTRING (-73.9822189 40.7457757, -73.9823245 40.7458228)",3,,,,,,
42449314,42449928,0,388240124,3rd Avenue,primary,25 mph,True,False,78.21,"LINESTRING (-73.9790592 40.7444458, -73.9790166 40.7445041, -73.9786471 40.7450105, -73.9786092 40.745061)",5,,,,,,
42449314,42449926,0,388240124,3rd Avenue,primary,25 mph,True,False,78.977,"LINESTRING (-73.9795108 40.7438234, -73.979467 40.743886, -73.9791005 40.7443872, -73.9790592 40.7444458)",5,,,,,,
42449341,246580982,0,"[698069210, 348477347]",West 16th Street,residential,25 mph,True,False,111.298,"LINESTRING (-74.0083902 40.7439595, -74.0083057 40.7439276, -74.0073737 40.743528, -74.007238 40.74347)",,,,,,,
42449570,42452040,0,"[68668546, 1032481038]",Grand Street,secondary,25 mph,True,False,76.194,"LINESTRING (-74.0022085 40.7216214, -74.0021546 40.7215949, -74.0016857 40.7213678, -74.0015177 40.7212863, -74.001447 40.721252)","['1', '2']",,,,,,
42449576,42456197,0,968737541,Prince Street,residential,25 mph,True,False,76.484,"LINESTRING (-73.998585 40.724632, -73.9986469 40.7246626, -73.9992874 40.7249795, -73.999345 40.725008)",,,,,,,
42449576,1919595925,0,"[496980201, 5671711]",Mercer Street,residential,25 mph,True,False,146.67700000000002,"LINESTRING (-73.9976695 40.7257539, -73.9977263 40.7256842, -73.9977501 40.725655, -73.9985483 40.724677, -73.998585 40.724632)",1,,,,,,
42449580,42449582,0,25199883,Mercer Street,residential,25 mph,True,False,79.17,"LINESTRING (-73.994547 40.729406, -73.9945987 40.7293461, -73.9950131 40.7288655, -73.9950197 40.7288579, -73.995061 40.72881)",2,,,,,,
42449580,42456205,0,352705238,West 4th Street,residential,25 mph,True,False,75.47999999999999,"LINESTRING (-73.995812 40.72918, -73.9957664 40.7291577, -73.9954637 40.7290097, -73.9951294 40.7288437, -73.9951205 40.7288393, -73.995061 40.72881)",1,,,,,,
42449582,42456206,0,5672910,Washington Place,residential,25 mph,True,False,76.188,"LINESTRING (-73.994547 40.729406, -73.9946054 40.7294344, -73.9952551 40.7297503, -73.995308 40.729776)",,,,,,,
42449589,42456211,0,5673089,East 8th Street,secondary,25 mph,True,False,75.769,"LINESTRING (-73.9940304 40.7312837, -73.9939755 40.7312607, -73.9933064 40.7309806, -73.9932433 40.7309542)",1,,,,,,
42449597,2821304136,0,588168462,Warren Street,residential,25 mph,True,False,162.02700000000002,"LINESTRING (-74.0084008 40.7143685, -74.0082684 40.7143082, -74.0068719 40.7136712, -74.006753 40.713618)",1,,,,,,
42449597,42449600,0,413050335,Warren Street,residential,25 mph,True,False,125.56200000000001,"LINESTRING (-74.0096777 40.7149502, -74.0095684 40.7149004, -74.0085077 40.7144172, -74.0084008 40.7143685)",,,,,,,
42449600,5812723033,0,413050335,Warren Street,residential,25 mph,True,False,140.552,"LINESTRING (-74.0111062 40.7156024, -74.0110392 40.7155718, -74.0098959 40.7150491, -74.0097967 40.7150045, -74.0096777 40.7149502)",,,,,,,
42449613,246858449,0,475867322,Warren Street,residential,25 mph,False,False,26.988,"LINESTRING (-74.0129331 40.7164234, -74.0132223 40.7165276)",,,,,,,
42449613,5812723033,0,"[643000848, 413050335]",Warren Street,residential,25 mph,True,False,179.03100000000003,"LINESTRING (-74.0129331 40.7164234, -74.0127934 40.7163694, -74.0112137 40.7156513, -74.0111062 40.7156024)",,,,,,,
42449683,561042192,0,458177128,East 37th Street,secondary,25 mph,True,False,17.695,"LINESTRING (-73.9798635 40.7489448, -73.9800466 40.7490228)",3,,,,,,
42449683,42453986,0,68674961,Park Avenue,primary,25 mph,True,False,79.091,"LINESTRING (-73.9798635 40.7489448, -73.9798209 40.7490031, -73.9794498 40.7495078, -73.9794069 40.7495663)",3,,,,,,
42449683,42458333,0,68674961,Park Avenue,primary,25 mph,True,False,78.089,"LINESTRING (-73.9803101 40.7483294, -73.9802664 40.7483897, -73.9799011 40.7488928, -73.9798635 40.7489448)",3,,,,,,
42449685,42449938,0,729972919,3rd Avenue,primary,25 mph,True,False,78.02799999999999,"LINESTRING (-73.9767423 40.7476335, -73.9766961 40.7476946, -73.9764589 40.7480223, -73.9763345 40.7481931, -73.9762946 40.7482478)",5,,,,,,
42449685,42449932,0,"[1106484060, 587038101]",3rd Avenue,primary,25 mph,True,False,78.41799999999999,"LINESTRING (-73.9771912 40.7470157, -73.9771458 40.7470785, -73.9769233 40.7473868, -73.9767868 40.7475749, -73.9767423 40.7476335)","['5', '6']",,,,,,
42449685,1701844605,0,380147339,East 37th Street,secondary,25 mph,True,False,49.001999999999995,"LINESTRING (-73.9762355 40.7474172, -73.9764772 40.7475201, -73.9766063 40.7475751, -73.9767423 40.7476335)",4,,,,,,
42449689,6166413694,0,"[46469736, 46139020, 664660189]",,motorway_link,,False,True,105.00599999999999,"LINESTRING (-73.9731927 40.7456073, -73.9734118 40.7457132, -73.9735089 40.7457691, -73.9735598 40.7457975, -73.9736021 40.7458228, -73.9736467 40.7458581, -73.9736786 40.7458874, -73.9737028 40.7459164, -73.9737269 40.7459476, -73.973747 40.7459805, -73.9737653 40.7460093, -73.9737797 40.7460415, -73.9737869 40.7460674, -73.9737901 40.746088, -73.9737896 40.7461051, -73.9737846 40.7461273, -73.9737785 40.7461451, -73.9737666 40.7461653, -73.9737166 40.7462352, -73.973692 40.7462694, -73.9736535 40.746323)","['1', '3']",yes,,,,,
42449689,42454006,0,381477004,Tunnel Approach Street,unclassified,25 mph,False,False,78.242,"LINESTRING (-73.9732058 40.7469395, -73.9732437 40.7468873, -73.9734687 40.7465778, -73.9736031 40.746393, -73.9736535 40.746323)",3,,,,,,
42449817,42456206,0,848051758,Washington Place,residential,25 mph,True,False,76.311,"LINESTRING (-73.995308 40.729776, -73.9953499 40.729797, -73.9960167 40.7301318, -73.996063 40.730155)",,,,,,,
42449874,42453613,0,5672699,Avenue D,tertiary,25 mph,False,True,13.377,"LINESTRING (-73.978792 40.7198786, -73.9787229 40.7199869)",,,,,,,
42449874,42453365,0,"[32972072, 993797889]",East Houston Street,primary,25 mph,True,False,147.994,"LINESTRING (-73.978792 40.7198786, -73.9786734 40.7198366, -73.9774149 40.7193136, -73.9773653 40.7192946, -73.9773361 40.7192867, -73.9772402 40.7192576)",2,,,,,,
42449886,42453104,0,5672604,East 11th Street,residential,25 mph,True,False,151.834,"LINESTRING (-73.9886146 40.7313257, -73.9887529 40.7313837, -73.9900685 40.7319361, -73.9902032 40.7319645)",,,,,,,
42449890,42455465,0,814612603,East 16th Street,residential,25 mph,True,False,139.038,"LINESTRING (-73.9862156 40.7346191, -73.9860826 40.7345631, -73.9848957 40.7340636, -73.9848412 40.7340407, -73.984773 40.734012)",1,,,,,destination,
42449938,42453999,0,1049879868,East 38th Street,residential,25 mph,True,False,83.66799999999999,"LINESTRING (-73.9762946 40.7482478, -73.9761543 40.7481875, -73.9754938 40.747904, -73.9754305 40.7478768)",1,,,,,,
42449947,42449948,0,458166897,3rd Avenue,primary,25 mph,True,False,78.0,"LINESTRING (-73.9739553 40.751455, -73.9739203 40.7515036, -73.9735554 40.7520067, -73.9735109 40.7520704)",5,,,,,,
42449947,11337295608,0,458166897,3rd Avenue,primary,25 mph,True,False,87.65299999999999,"LINESTRING (-73.9744575 40.7507646, -73.974381 40.7508692, -73.9741577 40.751177, -73.9740067 40.7513852, -73.9739553 40.751455)",5,,,,,,
42450325,1919595928,0,439933948,MacDougal Street,unclassified,25 mph,True,False,50.721999999999994,"LINESTRING (-74.0021905 40.7279861, -74.0022431 40.7279201, -74.0024702 40.7276494, -74.002513 40.727601)",,,,,,,
42450814,42454010,0,628093103,East 38th Street,residential,,False,False,119.42000000000002,"LINESTRING (-73.9716752 40.7462999, -73.97155 40.7462478, -73.9711142 40.7460663, -73.9704869 40.7458051, -73.9704329 40.7457826)",,,,,,,
42450814,6176628861,0,659714534,FDR Drive,primary,,True,False,77.679,"LINESTRING (-73.9704329 40.7457826, -73.9706461 40.7455316, -73.9709232 40.745191)",2,,,,,,
42450820,589101921,0,"[32935474, 420884524]",,motorway_link,,True,False,299.001,"LINESTRING (-73.9760506 40.7158012, -73.9763635 40.7153625, -73.9765007 40.7151111, -73.9768132 40.7145505, -73.9771173 40.7139539, -73.9774417 40.7133306)","['1', '2']",,,,,,
42451018,6331080434,0,676028733,Peter Cooper Road,residential,25 mph,True,False,13.440999999999999,"LINESTRING (-73.9750336 40.7341911, -73.9749402 40.7341946, -73.9748747 40.7342008)",,,,,,,
42451593,42452084,0,"[194923770, 420354362]",Grand Street,secondary,25 mph,False,False,71.092,"LINESTRING (-73.9891494 40.7167118, -73.9890408 40.7166726, -73.9886758 40.7165516, -73.9884501 40.7164768, -73.9883771 40.7164549)",,,,,,,
42451604,9166033062,0,"[195745916, 993797879]",East Houston Street,primary,25 mph,True,False,71.598,"LINESTRING (-73.9854838 40.7220363, -73.985577 40.7220644, -73.9857864 40.7221262, -73.9860924 40.722221, -73.9861487 40.7222415, -73.9862671 40.7222849)","['4', '2']",,,,,,
42451604,1919595924,0,46201677,Norfolk Street,residential,25 mph,True,False,13.769,"LINESTRING (-73.9854838 40.7220363, -73.9855447 40.7219214)",,,,,,,
42451650,42453691,0,414894542,Division Street,secondary,25 mph,True,False,59.382000000000005,"LINESTRING (-73.9941371 40.7142715, -73.994259 40.7142633, -73.9947445 40.7142299, -73.9948388 40.7142234)",2,,,,,,
42451660,42452067,0,880256646,Grand Street,secondary,,False,False,66.836,"LINESTRING (-73.9938242 40.7181594, -73.9937367 40.7181324, -73.9936963 40.7181199, -73.9931995 40.7179665, -73.9931399 40.7179481, -73.9930898 40.7179326)",,,,,,,
42451665,1918039896,0,993797892,Forsyth Street,residential,25 mph,True,False,13.971,"LINESTRING (-73.9902426 40.7234794, -73.9902946 40.7233601)",,,,,,,
42451665,7480301865,0,"[993797873, 1014255988, 910484222]",East Houston Street,primary,25 mph,True,False,139.24399999999997,"LINESTRING (-73.9887119 40.7230079, -73.988814 40.7230393, -73.98984 40.723353, -73.990079 40.723428, -73.9901427 40.7234481, -73.9902426 40.7234794)","['2', '3']",,,,,,
42451695,427841062,0,46490537,West 31st Street,tertiary,25 mph,True,False,102.735,"LINESTRING (-73.9994645 40.7522406, -73.999524 40.7522655, -74.0004046 40.7526356, -74.0005305 40.7526895)",,,,,,,
42451695,1701844618,0,1021481767,10th Avenue,primary,25 mph,True,False,63.742999999999995,"LINESTRING (-74.0008966 40.7521878, -74.000572 40.7526324, -74.0005305 40.7526895)",5,,,,69.6 ft,,
42451712,42454391,0,"[46201667, 1080978590]",FDR Drive,primary,25 mph,True,False,122.33699999999999,"LINESTRING (-73.9749559 40.7200751, -73.9750225 40.7194963, -73.9750712 40.7190612, -73.9750747 40.7190291, -73.9750822 40.7189791)",2,,,,,,
42451787,387184869,0,194923808,1st Avenue,primary,25 mph,True,False,79.12700000000001,"LINESTRING (-73.9794642 40.7355933, -73.979412 40.7356594, -73.9790565 40.7361574, -73.9790127 40.7362172)",4,,,,,,
42451787,1692450029,0,663499005,East 21st Street,residential,25 mph,True,False,229.767,"LINESTRING (-73.9794642 40.7355933, -73.9796167 40.7356576, -73.9799799 40.7358113, -73.9809955 40.7362411, -73.9817258 40.7365502, -73.9817647 40.7365666, -73.9818452 40.7366007)",1,,,,,,
42451987,5837088104,0,46610724,Barrow Street,residential,25 mph,True,False,124.276,"LINESTRING (-74.0034387 40.7325066, -74.0033705 40.7324479, -74.0033612 40.7324419, -74.0033506 40.7324369, -74.0033395 40.7324337, -74.0033287 40.7324316, -74.0033171 40.7324303, -74.0033063 40.7324304, -74.0032844 40.7324336, -74.0032654 40.7324376, -74.0022439 40.7327988, -74.0021841 40.7328198, -74.002124 40.732841)",,,,,,,
42452006,42452008,0,1188352331,Barrow Street,residential,25 mph,True,False,126.55699999999999,"LINESTRING (-74.0087845 40.7318701, -74.0088691 40.7318779, -74.0100853 40.7319895, -74.0101346 40.731994, -74.0102756 40.7320068)",1,,,,,,
42452006,42454642,0,1202638286,Washington Street,residential,25 mph,True,False,80.55999999999999,"LINESTRING (-74.0087845 40.7318701, -74.0087971 40.7318059, -74.0089115 40.7312302, -74.0089252 40.7311535)",,,,,,,
42452008,591454081,0,420809420,West Street,trunk,30 mph,True,False,80.22,"LINESTRING (-74.0103452 40.7312873, -74.0103366 40.731376, -74.0102756 40.7320068)",4,,NY 9A,,,,
42452015,5216470727,0,539024459,Grand Street,residential,25 mph,True,False,98.358,"LINESTRING (-74.0062154 40.7231321, -74.0060789 40.723119, -74.0052482 40.7230395, -74.0051908 40.723028, -74.0050623 40.7230023)",,,,,,,
42452015,4602414021,0,421832644,Varick Street,primary,25 mph,True,False,70.397,"LINESTRING (-74.0061172 40.7237608, -74.0061255 40.7237079, -74.0062063 40.7231903, -74.0062154 40.7231321)",4,,,,,,
42452040,8996353563,0,5672871,Greene Street,residential,25 mph,True,False,164.422,"LINESTRING (-74.0033253 40.7204443, -74.0031813 40.7204711, -74.0022487 40.7215747, -74.0022085 40.7216214)",1,,,,,,
42452107,4375208206,0,1189567313,Grand Street,primary,25 mph,True,False,74.617,"LINESTRING (-73.9833128 40.7148984, -73.9832838 40.7148897, -73.9831107 40.7148373, -73.9830127 40.7148157, -73.9828152 40.7147763, -73.9827068 40.7147534, -73.9826277 40.714737, -73.9824653 40.7147078)",1,,,,,,
42452107,11038072433,0,5671404,Willett Street,residential,25 mph,True,False,8.642,"LINESTRING (-73.9833262 40.714972, -73.9833326 40.7149524, -73.9833318 40.7149318, -73.9833249 40.7149117, -73.9833128 40.7148984)",,,,,,,
42452107,11038072465,0,1189567313,Grand Street,primary,25 mph,True,False,86.79700000000001,"LINESTRING (-73.9842712 40.7151841, -73.9841705 40.7151541, -73.9841325 40.7151428, -73.9839913 40.7151006, -73.9834344 40.7149349, -73.9833601 40.7149128, -73.9833128 40.7148984)",1,,,,,,
42452598,42457421,0,46608946,West 4th Street,residential,20 mph,True,False,72.848,"LINESTRING (-74.0031527 40.7348912, -74.0031708 40.7349549, -74.0033399 40.7355308)",1,,,,,,
42452598,42457728,0,46608946,West 4th Street,residential,20 mph,True,False,72.576,"LINESTRING (-74.0029703 40.7342533, -74.0029847 40.7343035, -74.0031423 40.7348549, -74.0031527 40.7348912)",1,,,,,,
42452610,42452613,0,46431822,Charles Street,residential,25 mph,True,False,138.23,"LINESTRING (-74.008491 40.734094, -74.008581 40.7340799, -74.0099688 40.7338631, -74.0100979 40.7338435)",,,,,,,
42452610,42457735,0,226193933,Washington Street,residential,25 mph,True,False,77.241,"LINESTRING (-74.008491 40.734094, -74.0084959 40.73404, -74.0085488 40.733458, -74.008554 40.733401)",,,,,,,
42452610,42457426,0,226193933,Washington Street,residential,25 mph,True,False,76.46,"LINESTRING (-74.0084332 40.7347802, -74.0084372 40.7347386, -74.008462 40.734477, -74.0084861 40.7341581, -74.008491 40.734094)",,,,,,,
